QID|QLink|QHeader
29584422|/questions/29584422/installing-torch7-ipython-installation-error-mac|Installing Torch7. iPython installation error (mac)
29564360|/questions/29564360/bug-encountered-when-running-googles-deep-q-network-code|Bug encountered When running Google's Deep Q Network Code
29490289|/questions/29490289/torch-caffe-lua-how-to-get-flickr-style-example-to-work|Torch Caffe Lua - How to get Flickr Style Example to work?
29474646|/questions/29474646/how-to-load-a-table-from-file-in-torch-lua|How to load a table from file in Torch / Lua?
29458330|/questions/29458330/size-mismatch-in-function-addmv-in-torch7|Size mismatch in function addmv in Torch7
29434729|/questions/29434729/torch-resize-tensor|Torch Resize Tensor
29412658|/questions/29412658/torch-lookuptable-and-gradient-update|torch - LookupTable and gradient update
29399067|/questions/29399067/how-to-get-a-prediction-using-torch7|How to get a prediction using Torch7
29412658|/questions/29412658/torch-lookuptable-and-gradient-update|torch - LookupTable and gradient update
29399067|/questions/29399067/how-to-get-a-prediction-using-torch7|How to get a prediction using Torch7
29354357|/questions/29354357/http-server-using-lua-torch7|HTTP Server Using Lua/ Torch7
29334961|/questions/29334961/torch-error-in-stochasticgradient-training|Torch, error in StochasticGradient training
29248639|/questions/29248639/torch7-neural-network-training-error|torch7 neural network training error
29164812|/questions/29164812/clustering-in-torch|Clustering in Torch
28806203|/questions/28806203/how-to-predict-using-model-generated-by-torch|How to predict using model generated by Torch?
28776650|/questions/28776650/how-does-gsl-shell-compare-to-torch|How does GSL-shell compare to Torch
28648345|/questions/28648345/itorch-creates-a-python-console-not-a-torch-console|itorch creates a python console, not a torch console
28513586|/questions/28513586/how-to-read-16bit-png-using-lua|How to read 16bit png using Lua?
28512643|/questions/28512643/why-does-torch-tensor-have-a-libjpeg-field|Why does torch.Tensor have a libjpeg field?
28398705|/questions/28398705/how-do-i-get-the-right-libjpeg-dylib-for-lua|How do I get the right libjpeg dylib for Lua?
28272791|/questions/28272791/issue-with-neuralnetwork-turial-lua-with-data-preprocessing|Issue with neuralnetwork_turial.lua with data preprocessing
28171577|/questions/28171577/how-to-get-a-layer-from-a-caffe-model-using-torch|How to get a layer from a caffe model using torch
28134363|/questions/28134363/given-an-image-in-lua-torch-how-can-i-find-its-dimensions|Given an image in Lua Torch, how can I find its dimensions?
28054916|/questions/28054916/how-to-install-torch-on-windows-8-1|How to install Torch on windows 8.1?
28028253|/questions/28028253/lua-library-for-data-analysis-data-frames|Lua library for data analysis (data frames)
27873828|/questions/27873828/undefined-symbol-spotrs-in-torch7|undefined symbol: spotrs_ in torch7
27276822|/questions/27276822/installing-torch7-with-luarocks-on-windows-with-mingw-build-error|Installing Torch7 with Luarocks on Windows with mingw build error
27015150|/questions/27015150/how-to-get-past-1gb-memory-limit-of-64-bit-luajit-on-linux|How to get past 1gb memory limit of 64 bit LuaJIT on Linux?
26822010|/questions/26822010/install-name-tool-malformed-object-load-command-23-cmdsize-is-zero-mac-os-x|install_name_tool malformed object (load command 23 cmdsize is zero) - Mac OS X Yosemite
26417524|/questions/26417524/how-to-set-the-environment-variable-of-zerobrane-studio|How to set the environment variable of zerobrane studio
26372698|/questions/26372698/script-works-only-when-run-in-cuda-memcheck|Script works only when run in cuda-memcheck
25248472|/questions/25248472/how-to-convert-torch-tensor-storage-to-a-lua-table|How to convert torch Tensor/ Storage to a lua table?
388172|/questions/388172/scientific-libraries-for-lua|Scientific libraries for Lua? [closed]
74235715|/questions/74235715/empty-init-py-file-with-error-importerror-cannot-import-name-pillow-vers|"empty __init__.py file with error "" ImportError: cannot import name 'PILLOW_VERSION' from 'PIL' "" when importing torchvision on M1"
74235670|/questions/74235670/replacing-layers-with-nn-identity-to-access-hidden-activations-from-model|Replacing layers with nn.Identity() to access hidden activations from model
74188937|/questions/74188937/rescale-pytorch-tensor-values-intensity-to-stretch-in-a-specific-range|Rescale Pytorch tensor values (intensity) to stretch in a specific range
74059560|/questions/74059560/shuffle-the-batched-dataset-torch-utils-data-dataloader|Shuffle The Batched Dataset (torch.utils.data.dataloader)
74035005|/questions/74035005/resizing-inputs-for-torch-model|Resizing inputs for torch model
74026359|/questions/74026359/when-i-import-torchvision-i-get-an-winerror-126|when i import torchvision, i get an [WinError 126]
74025230|/questions/74025230/installing-pytorch-geometric-by-downloading-download-the-specific-version-of-it|installing pytorch geometric by downloading download the specific version of it (.whl) does not Bring it to anaconda virtual environment in pycharm
73938616|/questions/73938616/how-does-a-pytorch-function-such-as-roipool-work|How does a pytorch function (such as RoIPool) work?
73925780|/questions/73925780/why-does-encoding-model-ft-fc-out-features-10-have-no-effect|Why does encoding model_ft.fc.out_features = 10 have no effect?
73893414|/questions/73893414/issue-with-deeplabv3-inbuilt-model-and-custom-backbones|Issue with DeepLabv3 inbuilt model and custom backbones
73887030|/questions/73887030/error-while-passing-the-dataloader-to-the-training-phase|Error while passing the DataLoader to the training phase
73873639|/questions/73873639/problems-separating-the-dataset-into-train-and-test|Problems separating the dataset into train and test
73848987|/questions/73848987/export-torch-model-to-onnx|Export torch model to onnx
73769569|/questions/73769569/optimizing-pytorch-implementation-of-mix-up-augmentation|Optimizing Pytorch implementation of mix-up augmentation
73769334|/questions/73769334/problem-with-nested-network-on-pytorch-typeerror-forward-missing-1-required|"Problem with nested network on pytorch .""TypeError: forward() missing 1 required positional argument: 'x'"""
73735501|/questions/73735501/best-practice-for-processing-a-batch-of-sequential-images-with-opencv|Best practice for processing a batch of sequential images with OpenCV
73701179|/questions/73701179/draw-bounding-box-function-of-pytorch-not-completing-bounding-boxes|draw_bounding_box function of pytorch not completing bounding boxes
73661815|/questions/73661815/what-should-the-input-to-deeplabv3-be-in-training-mode|What should the input to DeepLabV3 be in training mode?
73644178|/questions/73644178/pytorch-transformation-for-just-certain-batch|Pytorch transformation for just certain batch
73587973|/questions/73587973/how-to-build-a-customized-dataset-from-mnist-in-pytorch|How to build a customized dataset from MNIST in pytorch
73583061|/questions/73583061/what-is-the-synchronise-function-for-mac-mps|what is the synchronise function for mac mps?
73571393|/questions/73571393/get-image-name-of-pytorch-dataset|Get image name of pytorch dataset
73496778|/questions/73496778/how-do-i-reinstall-torchvision-and-change-its-version-from-0-12-0cu113-to-only|How do I reinstall torchvision and change it's version from 0.12.0+cu113 to only 0.12.0 in pycharm?
73467584|/questions/73467584/can-i-pre-transform-images-when-training-a-deep-learning-model|Can I pre-transform images when training a deep learning model?
73458229|/questions/73458229/torchvision-model-cannot-be-loaded-from-storage-when-no-gpu-availabe|Torchvision model cannot be loaded from storage when no GPU availabe
73340770|/questions/73340770/pytorch-torchvision-negative-samples-valueerror-expected-target-boxes-to-be-a|Pytorch torchvision, negative samples, ValueError Expected target boxes to be a tensor of shape [N, 4] got torch.Size([0])
73327614|/questions/73327614/unable-to-convert-tensor-to-floattensor-in-pytorch|Unable to convert Tensor to FloatTensor in Pytorch
73313059|/questions/73313059/valueerror-not-enough-values-to-unpack-expected-4-got-3-on-torchvision|ValueError: not enough values to unpack (expected 4, got 3) on torchvision
73306305|/questions/73306305/increasing-instances-of-a-class-with-data-augmentation|Increasing instances of a class with Data Augmentation
73243735|/questions/73243735/understanding-pytorch-quantization-model-output|understanding pytorch quantization model output
73233006|/questions/73233006/how-to-customize-collate-fn-to-have-batch-sizes-the-same|How to customize collate_fn to have batch sizes the same?
73213241|/questions/73213241/is-there-a-torchvision-0-13-0-version-available-for-ubuntu-18-04|Is there a torchvision 0.13.0 version available for ubuntu 18.04?
73198329|/questions/73198329/no-module-named-engine-error-in-pytorch-tutorial|'No module named 'engine' error in Pytorch tutorial
73194105|/questions/73194105/pytorch-ssd-vgg16-backbone-is-not-learning|PyTorch SSD (VGG16 backbone) is not learning
73184953|/questions/73184953/load-pretrained-model-and-use-it-to-train-on-small-dataset|Load pretrained model and use it to train on small dataset
73167368|/questions/73167368/pytorch-torchvision-transforms-execute-randomly|Pytorch torchvision.transforms execute randomly?
73139643|/questions/73139643/torch-version-1-11-0-with-cuda-can-not-import-torch-nn-importerror-not-found|torch version 1.11.0 with cuda can not import torch.nn -> ImportError, not found
73130095|/questions/73130095/how-can-i-stop-pytorch-model-from-downloading-vgg-pth-pretrained-file-every-tim|How can I stop pytorch model from downloading vgg .pth pretrained file every time I do inference?
73098367|/questions/73098367/what-is-the-purpose-of-parameter-step-between-clips-in-torchvision-datasets-uf|"What is the purpose of parameter ""step_between_clips"" in torchvision.datasets.UFC101()"
73097705|/questions/73097705/stratified-train-val-test-split-in-pytorch|Stratified train/val/test split in Pytorch
73051588|/questions/73051588/torchvision-installation-problem-in-jetson-nano|torchvision installation problem in Jetson Nano
73045594|/questions/73045594/is-it-necessary-to-use-with-torch-no-grad-for-feature-extraction|Is it necessary to use with torch.no_grad() for feature extraction?
73038202|/questions/73038202/cant-from-source-install-torchvision0-4-0-on-jetson-nano-with-jetpack4-2-2|Can't from source install torchvision0.4.0 on jetson nano with jetpack4.2.2
73037924|/questions/73037924/runtimeerror-output-with-shape-1-512-512-doesnt-match-the-broadcast-shape|RuntimeError: output with shape [1, 512, 512] doesn't match the broadcast shape [3, 512, 512]
73029425|/questions/73029425/cannot-import-name-resnet50-weights-from-torchvision-models-resnet|Cannot import name 'ResNet50_Weights' from 'torchvision.models.resnet'
73021534|/questions/73021534/batch-face-raises-exception-has-occurred-notimplementederror|Batch Face Raises Exception has occurred: NotImplementedError
73020477|/questions/73020477/correct-way-to-upload-weights-at-inference-for-faster-rcnn-model|Correct way to upload weights at inference for faster-rcnn model?
72991871|/questions/72991871/how-to-donwload-latest-torchvision-0-14-0a0b18fc23-with-pip|How to donwload latest TorchVision (0.14.0a0+b18fc23) with pip
72960125|/questions/72960125/how-to-change-different-torch-model-last-layer-for-finetuning-in-a-unified-way|How to change different torch model last layer for finetuning in a unified way?
72950365|/questions/72950365/how-to-solve-runtimeerror-cuda-out-of-memory|How to solve RuntimeError: CUDA out of memory?
72911820|/questions/72911820/is-there-any-way-to-read-pthdataset-and-turn-them-into-csv|Is there any way to read .pth(dataset) and turn them into csv?
72901973|/questions/72901973/difference-between-pytorch-torchvision-and-conda-forge-torchvision|Difference between pytorch torchvision and conda-forge torchvision
72855092|/questions/72855092/pytorch-runtime-error-efficientnet-freeze-layers-by-setting-requires-grad-fal|Pytorch Runtime Error: efficientnet freeze layers by setting requires grad = false
72850892|/questions/72850892/reading-in-64-bit-tif-images-into-the-pytorch-dataloader|Reading in 64-bit Tif images into the pytorch dataloader
72835937|/questions/72835937/importerror-cannot-import-name-list-from-torchvision-transforms|ImportError: cannot import name 'List' from 'torchvision.transforms'
72786053|/questions/72786053/unable-to-implement-a-model-in-pytorch|Unable to Implement a Model in Pytorch
72715505|/questions/72715505/how-to-use-tochvision-transforms|How to use Tochvision.Transforms
72650013|/questions/72650013/change-of-tensor-dimension-cause-an-error|Change of Tensor Dimension Cause an Error
72649051|/questions/72649051/failing-to-load-a-large-video-in-pytorch|Failing to load a large video in pytorch
72637215|/questions/72637215/how-to-avoid-runtimeerror-cuda-out-of-memory-during-inference-of-one-single|"How to avoid ""RuntimeError: CUDA out of memory."" during inference of one single image?"
72637157|/questions/72637157/anaconda-packagesnotfounderror-torchvision-not-found|Anaconda: PackagesNotFoundError - torchvision not found
72597201|/questions/72597201/runtimeerror-given-transposed-1-weight-of-size-64-1-4-expected-input2-1|RuntimeError: Given transposed=1, weight of size [64, 1, 4], expected input[2, 128, 74] to have 64 channels, but got 128 channels instead > unet error
72580078|/questions/72580078/valueerror-target-size-torch-size802816-must-be-the-same-as-input-size-t|ValueError: Target size (torch.Size([802816])) must be the same as input size (torch.Size([6422528]))
72567402|/questions/72567402/runtimeerror-given-groups-1-weight-of-size-64-64-1-1-expected-input4-1|RuntimeError: Given groups=1, weight of size [64, 64, 1, 1], expected input[4, 1, 1080, 1920] to have 64 channels, but got 1 channels instead
72552647|/questions/72552647/pytorch-fasterrcnn-gives-no-output|PyTorch FasterRCNN gives no output
72537522|/questions/72537522/cannot-view-video-after-writing-in-python-opencv|Cannot view video after writing in python/OpenCV
72536002|/questions/72536002/runtimeerror-torch-nn-functional-binary-cross-entropy-and-torch-nn-bceloss-are|RuntimeError: torch.nn.functional.binary_cross_entropy and torch.nn.BCELoss are unsafe to autocast
72489971|/questions/72489971/loss-becomes-nan-in-training|Loss becomes NaN in training
72463350|/questions/72463350/convert-image-from-0-0-1-0-to-0-255|convert image from [0.0, 1.0] to [0, 255]
72398383|/questions/72398383/issue-implementing-inceptionv3-with-binary-classifier-transfer-learning-with-p|Issue implementing InceptionV3 with binary classifier - transfer learning with Pytorch
72387171|/questions/72387171/cnn-pytorch-error-expected-scalar-type-byte-but-found-float|"CNN Pytorch Error ""expected scalar type Byte but found Float"""
72288880|/questions/72288880/np-array-none-2-confusion-iou-calculation-issue|np.array[:,None,:2] confusion, IoU calculation issue
72275297|/questions/72275297/transforms-normalize-returns-values-higher-than-255-pytorch|Transforms.Normalize returns values higher than 255 Pytorch
72268344|/questions/72268344/what-is-the-different-for-torchvision-models-resnet-and-torch-hub-load|What is the different for torchvision.models.resnet and torch.hub.load?
72253963|/questions/72253963/userwarning-argument-interpolation-should-be-of-type-interpolationmode-instead|UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum
72224593|/questions/72224593/mobilenet-as-feature-backbone-to-use-resnet18-pretrained-model-using-pytorch|Mobilenet as feature backbone to use Resnet18 pretrained model using Pytorch
72219940|/questions/72219940/faster-rcnn-box-detections-per-image|Faster rcnn box detections per image
72204947|/questions/72204947/ho-to-correctly-use-torchvision-ops-generalized-box-iou-loss|Ho to correctly use torchvision.ops.generalized_box_iou_loss?
72143980|/questions/72143980/issues-with-pytorch-and-torchvision-on-mac-m1-python-conda|Issues with Pytorch and Torchvision on MAC M1 - python / conda
72124937|/questions/72124937/structural-similarity-loss-implementation-on-pytorch-gives-nan|Structural Similarity Loss implementation on pytorch gives NaN
72092238|/questions/72092238/how-to-install-specific-version-of-ffmpeg-4-2-in-colab|How to install specific version of ffmpeg (4.2) in colab?
72072289|/questions/72072289/implement-training-using-nn-tripletmarginloss-with-mnist-digits-using-svhn-digit|Implement training using nn.TripletMarginLoss with MNIST digits using SVHN digits as anchors
72059724|/questions/72059724/torch-model-inference-slower-with-more-epochs|Torch - Model inference slower with more epochs
72041753|/questions/72041753/torchvision-transforms-totensor-show-different-range-result-dose-not-scale-arra|Torchvision transforms.ToTensor show different range result. Dose not scale array to [0,1] as document says
72029671|/questions/72029671/how-to-convert-road-lane-coordinates-to-tensors-in-python|How to convert road lane coordinates to tensors in Python?
71985013|/questions/71985013/image-open-crashes-jupyter-kernel-in-vscode|Image.open() crashes Jupyter Kernel in VSCode
71960639|/questions/71960639/torchvision-cannot-save-a-tensor-on-integer-type|Torchvision cannot save a tensor on integer type
71955988|/questions/71955988/how-to-use-is-valid-file-of-torchvision-datasets-imagefolder|how to use is_valid_file of torchvision.datasets.ImageFolder
71949826|/questions/71949826/custom-dataset-class-for-hierarchical-dataset-using-local-classifier-per-parent|Custom Dataset class for hierarchical dataset using “Local Classifier per Parent Node” technique
71939337|/questions/71939337/even-though-i-have-install-right-version-of-pytorch-and-torchvision-1-11-0-12|Even though I have install right version of pytorch and torchvision (1.11 & 0.12), I am getting this massage while running the program in raspberrypi
71923061|/questions/71923061/attempting-to-manually-download-mnist-pytorch-dataset-in-databricks|attempting to manually download MNIST pytorch dataset in databricks
71858437|/questions/71858437/why-is-importing-torchvision-showing-error-the-first-time-while-it-is-getting-im|why is importing torchvision showing error the first time while it is getting imported smoothly when importing the second time?
71831312|/questions/71831312/torchvision-ios-read-image-does-not-work|torchvision.io's read_image does not work
71807255|/questions/71807255/torch-vision-libcabi-terminating-with-uncaught-exception-of-type-stdlength|torch vision: libc++abi: terminating with uncaught exception of type std::length_error: vector
71776931|/questions/71776931/auto-py-to-exe-cannot-get-rid-of-torch-and-torchvision-errors|auto-py-to-exe cannot get rid of torch and torchvision errors
71757835|/questions/71757835/how-do-i-get-accurate-ocr-results-with-pytorch-with-a-vertical-line-next-to-the|How do I get accurate OCR results with PyTorch with a vertical line next to the text I want?
71728710|/questions/71728710/convnext-torchvision-specify-input-channels|ConvNeXt torchvision - specify input channels
71721977|/questions/71721977/tranforms-from-torchvision-is-not-working|Tranforms from torchvision is not working?
71679049|/questions/71679049/pytorch-custom-dataset-for-segmentation-error-with-input-dimension-shape|Pytorch: Custom dataset for segmentation, error with input dimension shape
71678472|/questions/71678472/loading-the-bounding-boxes-properly-for-multi-class-object-detection|Loading the bounding boxes properly for multi class object detection
71665131|/questions/71665131/jupyter-notebook-virtual-environment-no-module-named-torchvision|"Jupyter Notebook virtual environment ""no module named torchvision"""
71623181|/questions/71623181/torchvision-retinanet-predicts-unwanted-class-background|Torchvision RetinaNet predicts unwanted class background
71554974|/questions/71554974/i-cant-import-torchvision|I can't import torchvision
71500629|/questions/71500629/custom-sampler-correct-use-in-pytorch|Custom Sampler correct use in Pytorch
71466898|/questions/71466898/runtimeerror-cannot-find-callable-custom-in-hubconf|RuntimeError: Cannot find callable custom in hubconf
71372006|/questions/71372006/segfault-while-importing-torchvision-transforms|Segfault while importing torchvision.transforms
71335793|/questions/71335793/runtimeerror-expected-5-dimensional-input-for-5-dimensional-weight-100-55-3|RuntimeError: Expected 5-dimensional input for 5-dimensional weight [100, 55, 3, 3, 3], but got 4-dimensional input of size [32, 55, 46, 46] instead [duplicate]
71329696|/questions/71329696/torchvision-datasets-imagefolder-is-giving-me-a-3x3-grid-of-images-intead-of-1-i|torchvision.datasets.ImageFolder is giving me a 3x3 grid of images intead of 1 image
71322984|/questions/71322984/error-installing-exempi-on-aws-sagemaker-notebook-instance|Error installing exempi on AWS-SageMaker notebook instance
71305809|/questions/71305809/optimising-model-parameters-and-custom-learnable-parameter-together-using-torch|Optimising model.parameters and custom learnable parameter together using torch.optim gives non-leaf tensor error
71277138|/questions/71277138/filenotfounderror-entity-folder-does-not-exist-in-google-colab|FileNotFoundError: Entity folder does not exist! in Google Colab
71242024|/questions/71242024/what-is-tf-force-gpu-allow-growth-equivalent-in-pytorch|What is TF_FORCE_GPU_ALLOW_GROWTH equivalent in PyTorch?
71182396|/questions/71182396/modulenotfounderror-no-module-named-skimage-measure-simple-metrics|ModuleNotFoundError: No module named 'skimage.measure.simple_metrics'
71127183|/questions/71127183/wrong-grayscale-convertion-algorithm-in-torchvision|Wrong grayscale convertion algorithm in torchvision?
71094251|/questions/71094251/fine-tuning-ssd-light-torchvision|Fine-tuning SSD Light torchvision
71084049|/questions/71084049/run-ai-models-inference-on-client-devices|run ai models inference on client devices
71056359|/questions/71056359/pascalvoc-trainaug-and-test-dataset|PascalVOC `trainaug` and `test` dataset
71048425|/questions/71048425/randomized-data-trasnformation-in-pytorch|randomized data trasnformation in pytorch
71036304|/questions/71036304/how-do-i-split-a-custom-dataset-into-spatially-disjoint-training-and-test-datase|How do I split a custom dataset into spatially disjoint training and test datasets in Python?
70998767|/questions/70998767/no-module-named-torchvision-models-utils|No module named ‘torchvision.models.utils‘
70989146|/questions/70989146/shall-i-use-transformations-on-pil-image-or-rather-on-pytorch-tensor|Shall I use transformations on PIL Image or rather on PyTorch tensor?
70872079|/questions/70872079/correct-shape-bs-h-w-c-not-working-in-torchvision-utils-save-image|correct shape (BS,H,W,C) not working in torchvision.utils.save_image
70814915|/questions/70814915/error-while-downloading-torch-vision-used-official-command-from-pytorch-but-doe|Error while downloading torch vision, used official command from pytorch but does not work
70813287|/questions/70813287/alternate-training-between-two-datasets|Alternate training between two datasets
70778846|/questions/70778846/is-there-a-way-to-perform-morphological-operation-with-torchvision|Is there a way to perform morphological operation with torchvision?
70675629|/questions/70675629/style-loss-shows-typeerror-function-object-is-not-subscriptable|Style loss shows TypeError: 'function' object is not subscriptable
70644119|/questions/70644119/run-timeerror-cublas-runtime-error-the-gpu-program-failed-to-execute|Run timeError: cublas runtime error the GPU program failed to execute
70620273|/questions/70620273/how-to-get-part-of-pre-trained-model-in-pytorch|How to get part of pre trained model in Pytorch?
70511065|/questions/70511065/does-using-an-image-transform-significantly-slow-down-training|Does using an image transform significantly slow down training?
70501627|/questions/70501627/why-torch-does-train-using-mini-batches|Why torch does train using mini-batches?
70480889|/questions/70480889/incompatible-pytorch-version|Incompatible PyTorch version
70480004|/questions/70480004/pytorch-running-runtime-error-expected-all-tensors-to-be-on-the-same-device-b|pytorch running: Runtime Error: Expected all tensors to be on the same device, but found at least two devices
70463520|/questions/70463520/substitute-batchnorm-with-conditional-batchnorm-in-torchvision-resnet|Substitute BatchNorm with Conditional BatchNorm in torchvision ResNet
70433612|/questions/70433612/when-downloading-mnist-i-cant-get-the-processed-folder|"When downloading MNIST, I can't get the ""processed"" folder"
70425347|/questions/70425347/torchvision-does-not-import-correctly-dll-missing|Torchvision does not import correctly DLL missing
70410229|/questions/70410229/pytorch-torchvision-transforms-normalize0-5-0-5-0-5-0-5-0-5-0-5-used|Pytorch, torchvision.transforms.Normalize((0.5, 0.5, 0,5), (0.5, 0.5, 0,5)) used on kaggle anime face data gives value error because of zero std
70316929|/questions/70316929/topilimage-typeerror-input-type-int64-is-not-supported|ToPILImage : TypeError: Input type int64 is not supported
70238714|/questions/70238714/attributeerror-module-torchvision-models-detection-has-no-attribute-ssdlite32|Attributeerror module 'torchvision.models.detection' has no attribute 'ssdlite320_mobilenet_v3_large'
70206882|/questions/70206882/modulenotfounderror-no-module-named-torch-hub|ModuleNotFoundError: No module named 'torch.hub'
70149188|/questions/70149188/why-can-i-not-install-torch-1-4-0|Why can I not install torch == 1.4.0?
70127516|/questions/70127516/how-to-create-a-torch-utils-data-dataset-and-import-it-into-a-torch-utils-data-d|How to create a torch.utils.data.Dataset and import it into a torch.utils.data.DataLoader
70102162|/questions/70102162/calculating-the-means-and-standard-deviations-from-the-dataset-imagefolder-in-py|Calculating the means and standard deviations from the dataset.ImageFolder in pytorch torchvision
70039943|/questions/70039943/different-results-with-torchvision-transforms|Different results with torchvision transforms
70033258|/questions/70033258/runtime-error-with-pytorch-and-num-workers|Runtime error with Pytorch and num_workers
69923724|/questions/69923724/issue-installing-pytorch-in-python3-7|Issue installing pytorch in python3.7
69919938|/questions/69919938/pytorch-module-torch-has-no-attribute-gradient|PyTorch: module 'torch' has no attribute 'gradient'
69915892|/questions/69915892/augmenting-minority-class-only-in-an-unbalanced-dataset|Augmenting minority class only in an unbalanced dataset
69914189|/questions/69914189/attributeerror-module-torch-optim-lr-scheduler-has-no-attribute-linearlr|AttributeError: module 'torch.optim.lr_scheduler' has no attribute 'LinearLR'
69796927|/questions/69796927/augmentation-in-torch-vision-transform-is-not-working-as-expected|Augmentation in torch vision transform is not working as expected
69782507|/questions/69782507/torchvision-doesnt-see-existing-folder|Torchvision doesn't see existing folder
69755609|/questions/69755609/dataset-not-found-or-corrupted-you-can-use-download-true-to-download-it|Dataset not found or corrupted. You can use download=True to download it
69753849|/questions/69753849/how-to-apply-torchvision-transformations-to-zip-file|How to apply torchvision transformations to zip file
69590408|/questions/69590408/unknown-errors-with-setting-up-a-pytorch-image-classifier|Unknown errors with setting up a PyTorch Image classifier
69583236|/questions/69583236/resizing-with-single-value-after-padsquarefrom-augly-gives-runtimeerror-stack|Resizing with single value after padsquare(from augly) gives RuntimeError: stack expects each tensor to be equal size
69523980|/questions/69523980/how-to-load-a-torchvision-model-from-disk|How to load a torchvision model from disk?
69516766|/questions/69516766/how-to-delete-tensors-from-pytorch-graph|How to delete tensors from pytorch graph?
69485027|/questions/69485027/torchvision-datasets-mnist-gives-typeerror-expected-np-ndarray-got-numpy-ndarr|torchvision.datasets.MNIST gives TypeError: expected np.ndarray (got numpy.ndarray)
69399919|/questions/69399919/how-do-i-split-with-keeping-emnist-datasets-balanced|How do I split with keeping EMNIST datasets balanced
69377017|/questions/69377017/what-is-default-download-path-for-pytorch-models-on-macos|What is default download path for Pytorch models on MacOS?
69353539|/questions/69353539/specify-f-option-in-pip3-requirements-txt|Specify -f option in pip3 requirements.txt [duplicate]
69307589|/questions/69307589/are-anchor-box-sizes-in-torchvisions-anchorgenerator-with-respect-to-the-input|Are anchor box sizes in torchvision's AnchorGenerator with respect to the input image, feature map, or something else?
69199273|/questions/69199273/torchvision-imagefolder-could-not-find-any-class-folder|"Torchvision ImageFolder ""Could not find any class folder"""
69197853|/questions/69197853/is-there-any-chance-to-reduce-pytorch-lib-pytorch-jni-so-file-size|Is there any chance to reduce PyTorch lib_pytorch_jni.so file size
69110968|/questions/69110968/with-torch-or-torchvision-how-can-i-resize-and-crop-an-image-batch-and-get-bot|With torch or torchvision, how can I resize and crop an image batch, and get both the resizing scales and the new images?
68960509|/questions/68960509/python-how-to-extract-connected-components-bounding-boxes-from-3d-numpy-tor|Python: How to extract connected components (bounding boxes) from 3D numpy / torch array?
68954146|/questions/68954146/pandas-keyerror-with-enumerate-over-pytorch-dataloader|pandas keyerror with enumerate over pytorch dataloader
68931909|/questions/68931909/dataloader-worker-exited-unexpectedly-pids-48817-48818|DataLoader worker exited unexpectedly (pid(s) 48817, 48818)
68928265|/questions/68928265/problem-with-loading-tiny-imagenet-via-torch-dataloader|Problem with Loading tiny imagenet via torch DataLoader
68928218|/questions/68928218/torchvision-datasets-imagefolder-unable-to-load-image-files|torchvision.datasets.ImageFolder() unable to load image files
68924829|/questions/68924829/how-to-find-the-name-of-layers-in-preloaded-torchvision-models|How to find the name of layers in preloaded torchvision models?
68920438|/questions/68920438/how-can-i-simulate-this-paragraph-about-changing-the-learning-rate-picked-from-r|How can I simulate this paragraph about changing the learning rate picked from Resnet paper? [closed]
68780541|/questions/68780541/shape-of-face-encodings-differ|Shape of face encodings differ
68694221|/questions/68694221/how-to-train-only-rpn-for-torch-vision-faster-rcnn-with-pretrained-backbone|How to train only RPN for torch vision Faster RCNN with pretrained backbone
68608279|/questions/68608279/download-and-use-torchvision-dataset-without-internet-connection|Download and use torchvision dataset without internet connection
68579467|/questions/68579467/pytorch-make-grid-from-torchvision-utils-import-make-grid-behaves-different-th|pytorch make_grid (from torchvision.utils import make_grid) behaves different then I expect
68540719|/questions/68540719/image-object-has-no-attribute-shape-pytorch-object-detection|'Image' object has no attribute 'shape'; Pytorch Object Detection
68536085|/questions/68536085/pytorch-random-split-is-returning-wrong-sized-loader|PyTorch random_split() is returning wrong sized loader
68526350|/questions/68526350/attributeerror-module-torchvision-has-no-attribute-version|AttributeError: module 'torchvision' has no attribute '__version__'
68526138|/questions/68526138/torchvision-datasets-flickr8k-not-importing-datapoints-correctly|Torchvision Datasets: Flickr8k not importing Datapoints correctly
68520274|/questions/68520274/pytorch-training-runtime-errorpytorch-and-torchvision-versions-are-incompatib|"Pytorch Training; ""Runtime Error:PyTorch and torchvision versions are incompatible ..."""
68513782|/questions/68513782/use-ms-coco-format-as-input-to-pytorch-maskrcnn|Use MS-COCO format as input to PyTorch MASKRCNN
68477345|/questions/68477345/cpu-only-pytorch-is-crashing-with-error-assertionerror-torch-not-compiled-with|CPU only pytorch is crashing with error AssertionError: Torch not compiled with CUDA enabled
68427038|/questions/68427038/double-and-float-runtimeerror-while-training-fasterrcnn-mobilenet|Double and Float RuntimeError while training fasterrcnn_mobilenet
68415926|/questions/68415926/how-to-make-a-custom-torchvision-transform|How to make a custom torchvision transform?
68392911|/questions/68392911/extract-intermediate-representation-of-midas-neural-network-in-pytorch|Extract intermediate representation of MiDaS neural network in pytorch?
68391969|/questions/68391969/im-having-issues-uninstalling-pytorch|I'm having issues uninstalling pytorch
68310548|/questions/68310548/how-do-i-re-train-torchvisions-keypoint-r-cnn-with-a-custom-coco-style-dataset|How do I re-train Torchvision's keypoint R-CNN with a custom COCO-style dataset?
68305315|/questions/68305315/getting-this-while-using-pytorch-transforms-typeerror-integer-argument-expec|Getting this while using pytorch transforms--->TypeError: integer argument expected, got float
